datetime;make;model;year;engine;mileage;price;fuel_type;new
03/08/2018;Volvo;V60;2011;2.0;199.0;9.9;D;true
7/16/2022;Honda;Accord;2009;2.2;149.0;8.9;D;false
5/18/2022;Ford;Mondeo;2012;2.0;54.0;12.9;P;true
11/19/2018;Opel;Tigra;1996;1.4;250.0;750;P;true
03/03/2018;Ford;Fiesta;2015;1.2;33.0;8.9;P;false
07/02/2021;Volvo;S60;2008;2.4;232.0;6.05;D;true
1/30/2018;Ford;Focus;2016;1.0;18.0;13.7;P;true
10/10/2019;Kia;Sorento;2010;2.2;156.0;10.9;D;true
8/25/2017;Ford;Focus;2016;1.0;20.0;13.5;P;false
9/16/2021;Ford;FocusC-Max;2004;1.6;178.0;2.95;D;false
5/19/2019;Volkswagen;Golf4;2005;1.9;236.0;3.09;D;true
8/23/2022;Renault;Kangoo;2007;1.5;258.0;2.25;D;true
12/24/2017;Volvo;XC70;2012;2.4;180.0;18.1;D;false
8/15/2018;Renault;GrandEspace;2005;2.2;161.0;3;D;false
8/15/2021;Mercedes;C;2003;2.7;360.0;2.9;D;false
10/05/2019;Mercedes;GLK;2009;3.0;249.0;15;D;true
10/01/2018;Bmw;3;2004;1.8;172.0;3.7;P;true
8/19/2021;Ford;Focus;2015;1.6;29.0;14.2;P;true
07/03/2017;Ford;Focus;2015;1.0;37.0;12.9;P;true
08/06/2017;Bmw;3;1993;2.0;329.0;550;P;true
8/27/2019;Audi;A6;1997;2.5;516.0;1.2;D;true
01/12/2019;Peugeot;307;2003;2.0;237.0;2.35;D;true
5/20/2019;Nissan;Navara;2007;2.5;123.0;6.9;D;true
09/03/2017;Toyota;LandCruiser;2007;3.0;244.0;11.99;D;true
08/05/2019;Volkswagen;Sharan;2007;2.0;184.0;5.6;D;true
10/09/2022;Nissan;X-Trail;2011;2.0;74.0;13.5;D;true
10/02/2017;Audi;Allroad;2008;2.7;211.0;8.4;D;false
8/15/2017;Opel;Zafira;2004;2.2;216.0;1.7;D;false
11/22/2020;Subaru;OUTBACK;1999;2.5;300.0;747;P;true
8/26/2019;Citroen;C5;2008;2.2;183.0;3.25;D;true
07/10/2017;Bmw;3;2005;2.0;241.0;3.25;D;false
11/25/2020;Ford;StreetKA;2004;1.6;79.0;3;P;true
07/04/2022;Fiat;Doblo;2007;1.3;333.0;1.69;D;false
10/21/2021;Kia;Sorento;2006;2.5;209.0;4.999;D;false
11/08/2019;Volkswagen;Sharan;2013;2.0;81.0;23.995;D;false
3/14/2018;Audi;A6;2006;3.0;226.0;7.99;D;false
05/10/2021;Volkswagen;Touareg;2007;2.5;230.0;8.95;D;true
7/25/2021;Audi;A4;2006;2.0;209.0;6.375;D;false
11/12/2020;Nissan;X-Trail;2008;2.0;180.0;8.995;D;false
4/28/2021;Mercedes;E;2004;2.7;255.0;4.45;D;true
07/07/2020;Chrysler;GrandVoyager;2005;2.8;194.0;4.69;D;false
4/16/2022;Nissan;X-Trail;2006;2.2;170.0;5.35;D;false
10/11/2020;Nissan;Qashqai;2010;1.5;126.0;9.45;D;false
11/27/2021;Audi;A4;2000;1.9;272.0;2.5;D;false
03/02/2021;Kia;Sorento;2007;2.5;206.0;6.79;D;false
11/04/2017;Audi;A3;2009;1.6;92.0;10.95;D;true
6/28/2021;Bmw;3;2007;3.0;216.0;8.35;D;false
7/20/2020;Toyota;Avensis;2006;2.2;243.0;5.35;D;false
6/20/2020;Volkswagen;Transporter;2004;1.9;181.0;5;D;false
7/21/2020;Opel;Astra;2002;1.6;182.0;1.45;P;false
01/12/2021;Mercedes;C;2001;2.2;276.0;2.95;D;false
4/15/2018;Ford;Mondeo;1998;1.8;279.0;165;D;true
4/22/2022;LandRover;RangeRoverEvoque;2012;2.2;41.0;29.9;D;false
04/05/2021;Renault;Scenic;2000;1.9;326.0;1.5;D;true
11/13/2018;Chrysler;Voyager;2006;2.8;205.0;3.4;D;true
08/03/2020;Volkswagen;Sharan;2006;1.9;242.0;4.95;D;false
1/28/2021;Dacia;Logan;2007;1.6;169.0;1.85;P;false
4/29/2019;Opel;Astra;1998;1.6;251.0;950;P;false
06/02/2018;D0B2D0B0D0B7;1200;1985;1.2;50.0;2.85;P;true
03/02/2022;Nissan;X-Trail;2005;2.2;213.0;4.3;D;true
3/18/2019;Renault;GrandScenic;2009;1.5;230.0;3.75;D;true
02/07/2020;Kia;Sportage;2005;2.0;227.0;5.999;D;true
12/19/2017;Chrysler;GrandVoyager;2007;2.8;199.0;5.7;D;false
3/30/2019;Citroen;DS;2011;2.0;112.0;10.45;D;false
3/17/2018;Jaguar;X-Type;2006;2.2;220.0;3.6;D;false
6/14/2018;Citroen;Berlingo;2008;1.6;280.0;2.38;D;false
08/04/2017;Peugeot;207;2006;1.4;83.0;3.6;P;false
05/12/2020;Audi;A4;2001;1.9;232.0;2.9;D;true
10/26/2021;Nissan;Navara;2004;2.5;263.0;5.25;D;true
05/11/2019;Volkswagen;Phaeton;2004;3.0;269.0;4.5;P;true
5/17/2020;Volkswagen;Caddy;2000;1.9;178.0;790;D;false
12/05/2017;Chrysler;Town&Country;2003;3.8;176.0;2.85;P;true
2/20/2022;Volkswagen;Caravelle;2007;2.5;250.0;7.889;D;false
07/10/2019;Volkswagen;Golf4;2000;1.6;250.0;1.5;P;true
3/17/2022;Volkswagen;Touran;2008;2.0;227.0;5;D;false
12/05/2019;Volkswagen;Golf3;1994;1.8;103.0;699;P;false
02/01/2018;Honda;FR-V;2007;2.2;245.0;6;D;false
9/19/2022;Volkswagen;Golf4;2004;1.9;236.0;3.08;D;true
7/16/2021;Chrysler;Sebring;2006;2.0;108.0;2.2;P;true
2/16/2021;Volkswagen;Polo;2006;1.9;218.0;4;D;true
12/16/2019;Volkswagen;Polo;1996;1.6;115.0;1.19;P;false
7/29/2022;Opel;Zafira;2002;2.0;190.0;2.77;D;true
05/09/2019;Subaru;Legacy;2007;2.0;209.0;6.1;P;true
7/16/2022;Mercedes;A;2002;1.6;178.0;2;P;false
04/08/2019;Volkswagen;Golf4;1998;1.9;280.0;1.55;D;false
11/12/2021;Peugeot;406;2002;2.2;910.0;1.35;D;true
4/15/2019;Opel;Vivaro;2003;1.9;306.0;2.75;D;true
11/11/2021;Opel;Astra;2008;1.8;211.0;3.7;P;false
05/06/2020;Volkswagen;Caddy;2004;2.0;235.0;2.65;D;true
2/23/2019;Mercedes;Viano;2013;2.2;157.0;28.4;D;false
6/23/2017;Opel;Zafira;2008;1.9;254.0;4.95;D;true
2/24/2021;Hyundai;SantaFE;2002;2.0;150.0;1.9;D;false
09/06/2017;Nissan;Pulsar;2015;1.2;34.0;18.999;P;false
11/18/2017;Mercedes;E;2010;3.0;350.0;15;D;true
11/25/2018;Toyota;LandCruiser;2010;3.0;290.0;22.5;D;true
9/14/2017;Hyundai;SantaFE;2007;2.2;319.0;6.45;D;false
12/31/2018;Audi;A4;2003;1.9;231.0;4.1;D;false
08/08/2020;Volvo;V70;2010;1.6;225.0;7.45;D;true
1/14/2019;Audi;A8;2000;2.5;464.0;2.55;D;false
6/13/2021;Volvo;V50;2008;2.0;287.0;4.29;D;true
01/09/2018;Lexus;IS;2000;2.0;290.0;2.95;P;true
4/24/2021;Volkswagen;Caddy;2004;1.9;450.0;2.2;D;false
8/30/2017;Renault;Kangoo;2005;1.6;240.0;1.95;P;true
12/12/2021;Chrysler;PTCruiser;2000;2.0;220.0;1.95;P;false
9/20/2018;Audi;A6;2005;2.4;227.0;4.99;P;true
11/24/2019;Nissan;Note;2007;1.6;196.0;3.1;P;false
4/20/2021;Volvo;XC90;2010;2.4;240.0;14;D;false
11/30/2018;Audi;A4;2008;2.0;196.0;8.75;D;false
05/12/2020;Toyota;RAV4;2006;2.0;132.0;8.1;P;true
3/16/2022;Subaru;Impreza;1995;2.0;129.0;3.998;P;false
09/12/2019;Volkswagen;Sharan;1999;1.9;271.0;2.25;D;false
10/27/2019;Honda;Civic;2002;1.6;290.0;1.45;P;true
7/16/2019;LandRover;RangeRover;2004;3.0;277.0;7.65;D;true
08/04/2021;Citroen;Berlingo;2010;1.6;159.0;3.5;D;true
8/25/2019;Hyundai;i40;2013;1.7;111.0;14.9;D;true
10/06/2017;Bmw;5;2004;2.5;251.0;7.3;D;false
6/27/2020;Opel;Insignia;2014;2.0;116.0;13.7;D;false
06/06/2021;Chrysler;GrandVoyager;2003;3.8;204.0;4.9;P;false
3/31/2020;Mercedes;Vito;2007;2.2;228.0;8.3;D;true
3/17/2020;Bmw;3;2001;3.0;258.0;3.65;D;false
6/28/2021;Volkswagen;Passat(B4);1996;1.9;235.0;1.45;D;true
1/16/2020;Honda;Jazz;2002;1.6;131.0;3.2;P;true
12/21/2018;Toyota;Auris;2013;1.6;75.0;11.9;P;true
06/11/2020;Bmw;5;2004;2.5;251.0;7.3;D;false
2/26/2022;Volvo;V70;2002;2.4;398.0;2.6;D;true
11/24/2020;LandRover;RangeRoverSport;2005;2.7;209.0;10.8;D;true
02/07/2020;Audi;A6;2009;2.7;234.0;9.99;D;true
10/04/2020;Fiat;Punto;2001;1.2;215.0;750;P;true
05/09/2021;Toyota;Camry;2002;2.4;28.0;2.7;P;false
12/27/2018;Honda;Hr-v;2001;1.6;390.0;1.4;P;false
8/24/2022;Hyundai;Galloper;1999;2.5;216.0;1.8;D;true
6/22/2018;Opel;Vectra;2001;2.2;222.0;1.25;P;false
10/14/2018;Audi;A4;2008;3.0;238.0;9.55;D;true
08/10/2017;Citroen;C5;2008;1.6;215.0;4.75;D;false
4/13/2018;Mini;CooperS;2007;1.6;121.0;5.5;P;false
8/24/2020;Renault;Espace;2007;2.0;211.0;4.7;D;true
2/13/2022;Renault;Scenic;2006;1.5;254.0;2.25;D;true
11/10/2018;Volvo;V50;2008;2.4;209.0;6.99;D;false
3/23/2018;Audi;80;1993;1.9;312.0;1;D;true
2/19/2022;Mercedes;CL;2000;6.0;240.0;7.7;P;false
7/28/2017;Volkswagen;Passat(B7);2012;2.0;189.0;10.45;D;false
05/10/2021;Renault;Laguna;2001;1.8;149.0;1.3;P;false
5/15/2018;Audi;A4;2012;3.0;196.0;16.999;D;true
8/26/2020;Volvo;V50;2008;2.0;193.0;5.49;D;true
02/09/2019;Mazda;626;1998;1.8;312.0;900;P;true
8/15/2019;Opel;Astra;1993;1.6;286.0;250;P;true
11/23/2018;Audi;A4;1996;1.8;353.0;880;P;false
3/22/2020;Chrysler;Town&Country;2000;3.8;197.0;1.3;P;true
03/12/2021;Audi;80;1985;1.6;290.0;290;P;true
7/14/2019;Audi;A6;2001;2.5;346.0;2.4;D;false
07/08/2022;Citroen;Berlingo;2007;1.6;205.0;2.2;D;false
9/28/2021;Mitsubishi;Grandis;2008;2.0;230.0;5.85;D;false
3/17/2020;Volvo;S80;2009;2.4;149.0;9.9;D;false
12/04/2018;Bmw;5;2004;3.0;268.0;6.222;D;true
11/29/2017;Nissan;X-Trail;2006;2.2;205.0;5.4;D;true
01/11/2019;Bmw;3;2002;2.0;298.0;1.4;P;true
10/02/2019;Nissan;Almera;2003;1.6;206.0;1.25;P;false
1/25/2019;Ford;Mondeo;2011;2.0;232.0;9.1;D;false
1/17/2021;Volkswagen;Golf5;2005;1.6;223.0;3.777;P;false
05/05/2021;Opel;Zafira;2003;2.2;232.0;2.29;D;true
2/24/2018;Bmw;5;1998;2.5;361.0;1.099;D;true
03/09/2022;Subaru;OUTBACK;1999;2.5;263.0;1.1;P;false
3/20/2022;Mitsubishi;Asx;2011;1.6;158.0;9.5;P;false
01/10/2018;Bmw;3;2000;3.0;225.0;3.95;P;true
07/12/2020;Mercedes;Vito;2003;2.2;327.0;890;D;true
12/22/2018;Opel;Insignia;2010;2.0;163.0;9.199;D;true
07/10/2021;Volkswagen;Golf4;1999;1.4;246.0;990;P;true
10/15/2020;Volkswagen;Sharan;1999;1.9;275.0;890;D;false
6/19/2017;Opel;Astra;2008;1.3;310.0;2.39;D;false
07/11/2017;Volkswagen;Caddy;2006;1.9;260.0;3.2;D;false
4/25/2020;Alfaromeo;166;2004;2.4;335.0;3.35;D;false
9/13/2021;Seat;Alhambra;2007;2.0;147.0;5.9;D;true
09/03/2021;Toyota;LandCruiser;2008;3.0;190.0;18.9;D;true
11/23/2019;Volkswagen;Touareg;2003;2.5;252.0;6.65;D;true
02/10/2022;Lexus;CT;2011;1.8;158.0;11.45;H;true
3/30/2021;Renault;Megane;1998;1.6;274.0;800;P;true
09/01/2018;Skoda;Roomster;2006;1.6;230.0;3.35;P;true
01/10/2022;Volkswagen;Transporter;2006;2.5;305.0;5.3;D;true
8/17/2020;Volkswagen;Touran;2004;1.6;141.0;4.5;P;true
11/27/2020;Opel;Vectra;2004;2.2;253.0;2.85;D;false
07/02/2020;Audi;Q7;2010;4.1;222.0;28.5;D;false
01/02/2019;Renault;Trafic;2004;2.5;234.0;4.4;D;true
07/02/2018;Volvo;V60;2012;1.6;195.0;10.75;D;true
08/12/2022;Volvo;V70;2003;2.4;246.0;3.4;D;true
12/12/2017;Toyota;CorollaVerso;2007;2.2;262.0;5.3;D;false
06/11/2021;Volkswagen;Passat(B5);2003;2.5;222.0;2.2;D;true
8/31/2022;Volkswagen;Sharan;1999;1.9;315.0;1.26;D;false
3/28/2021;Volvo;V70;2008;2.4;236.0;7.6;D;false
9/22/2022;Volvo;XC70;2007;2.4;156.0;5.999;D;false
4/17/2022;Ford;Mondeo;2003;2.0;230.0;1.1;D;true
05/04/2022;Chrysler;Voyager;2002;2.4;248.0;2.85;P;true
02/12/2020;Volkswagen;Passat(B5);2004;1.9;237.0;3.5;D;true
11/01/2019;Mitsubishi;Outlander;2011;2.2;121.0;12.5;D;false
10/29/2019;Volkswagen;PassatCC;2009;1.8;89.0;9.599;P;true
05/03/2021;Volvo;XC70;2003;2.5;230.0;3.75;P;true
10/02/2017;Volkswagen;Passat(B7);2012;2.0;185.0;14.25;D;false
11/15/2021;Volkswagen;Passat(B4);1993;2.8;323.0;1.2;P;false
08/07/2019;Mitsubishi;Colt;1997;1.3;320.0;200;P;false
08/03/2022;Opel;Astra;1998;2.0;311.0;1.05;D;true
12/14/2017;Bmw;3;2006;2.0;200.0;6.5;D;false
12/12/2019;Daihatsu;GranMove;1999;1.6;101.0;550;P;false
01/01/2022;Kia;Sportage;2005;2.0;199.0;4.3;D;false
12/12/2018;Nissan;Primera;2003;2.2;260.0;2.18;D;false
03/10/2020;Skoda;Superb;2015;1.6;102.0;22.5;D;true
12/15/2017;Renault;Kangoo;2011;1.5;163.0;4.85;D;true
12/15/2017;Renault;Master;2009;2.5;230.0;6.9;D;true
6/15/2020;Audi;Q7;2011;3.0;164.0;27.9;D;false
6/16/2020;Citroen;C5;2009;1.6;226.0;5.95;D;true
3/23/2018;Ford;Transit;2004;2.0;217.0;4.45;D;true
7/14/2019;Peugeot;508;2012;2.2;186.0;11.7;D;true
1/23/2020;Bmw;5;2012;2.0;176.0;21.7;D;true
4/15/2018;Skoda;Octavia;2006;1.6;270.0;3.15;P;false
08/01/2018;Opel;Astra;2004;1.7;240.0;1.6;D;false
01/11/2020;Opel;Zafira;2003;2.0;280.0;1.89;D;false
4/13/2020;Mercedes;E;2003;2.6;226.0;5.2;P;true
10/15/2019;Audi;A3;2000;1.9;230.0;2.35;D;true
6/29/2019;Mercedes;CLS;2009;3.0;298.0;15.8;D;true
03/07/2018;Mercedes;Sprinter;2003;2.7;300.0;3.8;D;true
06/12/2017;Subaru;Forester;1999;2.0;524.0;1.95;P;true
3/17/2021;Hyundai;Trajet;2005;2.0;135.0;2.55;P;false
4/28/2019;Ford;Mondeo;2010;2.0;178.0;7.95;D;true
09/04/2022;Mercedes;A;2000;1.6;235.0;1.49;P;false
11/27/2021;Audi;A6;2005;3.0;249.0;7.95;D;false
09/05/2019;Volkswagen;Golf4;1998;1.4;300.0;850;P;true
10/04/2017;Kia;Sorento;2006;2.5;230.0;3.8;D;false
9/27/2020;Peugeot;307;2001;2.0;240.0;1.8;D;false
5/29/2022;Honda;Accord;1999;2.0;295.0;1.45;D;true
12/04/2020;Kia;Sorento;2005;2.5;233.0;5.3;D;false
10/20/2021;Volkswagen;Touran;2005;1.9;231.0;3.897;D;true
6/26/2018;Bmw;5;1997;2.5;412.0;2;D;false
11/28/2020;LandRover;RangeRoverSport;2007;3.6;180.0;12.888;D;true
03/10/2022;Volvo;XC90;2006;2.4;186.0;8.45;D;true
9/17/2020;Audi;A4;1996;1.9;411.0;1.19;D;true
5/19/2018;Audi;A4;2013;2.0;228.0;12.99;D;false
4/16/2021;Audi;A6;1999;1.8;235.0;1.87;P;true
04/02/2019;Volkswagen;LT;1998;2.5;393.0;1.49;D;false
03/03/2019;Volvo;V40;2004;1.9;211.0;2.6;D;true
02/07/2022;Bmw;3;1995;1.8;26.0;850;D;true
10/03/2017;Mercedes;Viano;2012;2.2;255.0;14.9;D;true
7/21/2019;Volvo;V60;2011;1.6;141.0;9.95;D;false
9/24/2021;Bmw;X5;2014;4.0;165.0;40.888;D;false
10/26/2017;Audi;A4;2007;2.7;270.0;5.9;D;false
9/16/2022;Volkswagen;Passat(B7);2014;1.8;24.0;19;P;true
01/06/2020;Skoda;Octavia;2012;1.6;229.0;8.1;D;false
03/11/2021;Bmw;3;2006;2.0;152.0;6.5;P;false
09/03/2021;Audi;A6;2011;3.0;140.0;21.9;P;true
11/13/2018;Honda;Civic;2006;1.8;182.0;4.2;P;false
8/30/2018;Bmw;X5;2002;3.0;288.0;5.85;D;true
05/05/2019;Volkswagen;Passat(B7);2013;2.0;190.0;11.7;D;true
1/19/2018;Toyota;Verso;2013;2.2;159.0;12.6;D;false
11/18/2017;Volkswagen;Golf6;2012;1.4;81.0;8.3;P;true
7/19/2017;Audi;A6;2003;2.5;284.0;3;D;true
8/16/2021;Chrysler;Vision;1997;3.5;223.0;600;P;false
01/06/2019;Volvo;XC70;2002;2.4;289.0;4.15;D;false
8/20/2019;Volvo;S80;2003;2.4;288.0;3.95;D;false
10/23/2021;Volvo;XC70;2002;2.4;296.0;3.95;D;true
8/26/2018;Mazda;Mazda6;2003;2.0;236.0;550;P;true
01/11/2018;Bmw;X5;2006;3.0;320.0;8.75;D;false
06/08/2022;Volkswagen;Golf6;2011;1.6;115.0;7.35;D;false
9/29/2018;Volkswagen;LT;2004;2.8;275.0;4.6;D;false
12/24/2019;Volkswagen;Polo;1998;1.9;279.0;880;D;false
3/26/2018;Volvo;XC90;2007;2.4;233.0;12.15;D;false
08/01/2018;Volvo;XC90;2012;2.4;175.0;21.1;D;true
7/30/2019;Volvo;V40;2002;1.9;439.0;2.4;D;false
07/11/2020;Volvo;V50;2004;2.0;350.0;3.15;D;false
7/17/2021;Volkswagen;Golf5;2009;1.9;249.0;4.99;D;true
10/02/2017;Audi;A4;2012;3.0;240.0;13.9;D;true
02/05/2019;Volkswagen;Touran;2007;1.9;285.0;4.99;D;false
10/12/2022;Audi;A6;2013;3.0;210.0;21.9;D;false
11/27/2018;Toyota;RAV4;2010;2.2;111.0;10.5;D;true
01/09/2022;Volvo;S60;2004;2.4;246.0;3.49;D;true
8/24/2017;Opel;Corsa;2008;1.2;162.0;3.75;P;true
8/16/2017;Mercedes;C;1995;2.8;335.0;1.6;P;false
9/29/2021;Bmw;5;2011;3.0;228.0;18.7;D;true
09/04/2021;Citroen;C3;2006;1.4;180.0;1.95;D;true
1/21/2018;Volvo;V50;2007;2.0;218.0;4.5;D;true
03/06/2022;Citroen;Xsara;2003;1.6;201.0;1.15;P;true
7/26/2019;Opel;Zafira;2002;2.0;258.0;1.69;D;false
06/11/2022;Audi;A6;1998;1.9;252.0;2.29;D;true
07/09/2021;Mitsubishi;Lancer;2007;1.6;245.0;2.09;P;false
2/24/2019;Ford;Focus;2006;1.6;142.0;3.09;P;true
3/29/2019;Volvo;S60;2002;2.4;251.0;2.75;D;false
6/28/2022;Mercedes;A;2004;1.7;143.0;3.7;P;true
2/22/2021;Opel;Zafira;2003;2.0;280.0;1.79;D;false
5/19/2021;Nissan;Primera;2003;1.8;259.0;1.85;P;false
10/29/2020;Peugeot;Expert;2011;2.0;176.0;8.3;D;false
10/10/2022;Hyundai;ix35;2010;2.0;210.0;10.3;P;true
10/08/2017;Opel;Corsa;2015;1.4;34.0;9.9;P;true
05/08/2021;Chrysler;Town&Country;2000;3.8;308.0;2.15;P;false
10/20/2019;Opel;Zafira;2012;2.0;115.0;14.8;D;true
7/27/2019;Jeep;Cherokee;2015;2.4;1.8;29.7;P;true
10/26/2020;Opel;Vivaro;2004;2.5;241.0;4.5;D;false
07/05/2019;Infinity;QX4;1998;3.3;225.0;1.2;P;false
1/14/2019;Peugeot;407;2006;1.6;212.0;2.35;D;false
01/12/2021;Mercedes;CLK;2007;2.2;150.0;8.3;D;false
08/12/2019;Bmw;5;2010;2.0;211.0;11.5;D;false
3/24/2021;Mercedes;S;2001;4.0;280.0;5;D;false
1/19/2019;Fiat;Marea;2000;1.9;150.0;350;D;false
8/30/2018;Nissan;Navara;2009;2.5;124.0;600;D;true
9/25/2018;Volkswagen;Caravelle;1996;2.4;530.0;2.95;D;false
1/31/2020;Peugeot;Partner;2001;1.9;340.0;650;D;false
08/11/2018;Peugeot;607;2005;2.7;311.0;2.75;D;false
9/21/2020;Volkswagen;Golf6;2012;1.4;181.0;6.5;P;false
08/11/2018;Lincoln;TownCar;2001;4.6;360.0;2.5;P;false
11/02/2021;Honda;Accord;2003;2.4;235.0;3.1;P;false
01/02/2021;Opel;Astra;1998;1.6;380.0;600;P;true
3/15/2018;Jeep;Cherokee;2014;3.2;11.0;29.8;P;false
7/15/2019;Volkswagen;Passat(B5);1997;1.9;275.0;1.17;D;false
04/09/2021;Volkswagen;Golf5;2009;1.9;210.0;4.999;D;true
03/08/2019;Bmw;3;1999;2.0;299.0;2.2;P;false
3/27/2018;Kia;Sportage;2005;2.0;136.0;3.7;D;true
11/21/2020;Volkswagen;Touran;2003;1.9;265.0;3;D;false
09/05/2022;Bmw;3;1996;1.8;350.0;750;D;false
12/10/2018;Bmw;7;1999;3.0;240.0;3.5;D;false
09/03/2021;Volvo;S60;2004;2.4;235.0;3.65;D;true
11/26/2017;Peugeot;407;2006;2.0;157.0;2.7;D;false
06/09/2019;Volkswagen;T4;1998;2.5;400.0;2.65;D;true
01/12/2019;Bmw;5;2000;2.8;350.0;1.1;P;false
5/18/2022;Volkswagen;Golf4;2002;1.9;330.0;2.65;D;true
11/29/2018;Audi;Q5;2015;2.0;34.0;32.5;D;true
09/09/2020;Volvo;XC60;2009;2.4;131.0;14.6;D;true
7/23/2018;Ford;FocusC-Max;2009;2.0;198.0;5.8;D;true
04/03/2021;Audi;A6;2006;2.7;277.0;6.55;D;true
12/15/2021;Honda;Civic;1995;1.5;210.0;900;P;true
7/18/2019;Renault;Espace;2005;1.9;204.0;3.1;D;true
10/30/2018;Volkswagen;Passat(B5);2002;2.0;256.0;1.95;P;true
10/09/2017;Honda;Civic;1995;1.4;350.0;300;P;false
6/25/2021;Volkswagen;Sharan;2000;2.0;300.0;1.65;P;true
9/20/2020;Renault;Espace;2003;2.2;166.0;2.5;D;false
07/02/2019;Bmw;5;2002;2.5;340.0;3.1;D;false
07/01/2020;Volkswagen;Golf6;2010;2.0;207.0;7.95;D;true
10/18/2021;Renault;Master;2007;2.5;248.0;2.599;D;false
8/28/2018;Bmw;3;1999;1.9;225.0;1.5;P;false
9/15/2017;Chrysler;Town&Country;2013;3.6;72.0;19.999;P;false
11/25/2020;Renault;Espace;2005;1.9;182.0;3;D;false
2/25/2018;Audi;A4;1998;1.8;185.0;1.65;P;false
06/11/2018;Opel;Combo;2007;1.7;200.0;3.2;D;true
6/24/2017;Nissan;Qashqai;2011;2.0;192.0;7.98;D;true
2/19/2020;Ford;Galaxy;2003;1.9;280.0;2.5;D;false
04/09/2018;Bmw;X5;2002;3.0;275.0;7.6;P;true
07/01/2017;Mazda;Mazda5;2006;2.0;235.0;4.35;D;true
3/23/2018;Volkswagen;Golf3;1993;1.9;140.0;440;D;true
7/15/2018;Volkswagen;T5;2005;2.5;340.0;7;D;true
3/17/2020;Nissan;Almera;2003;1.5;182.0;850;P;true
11/26/2017;Bmw;Z3;1997;1.9;173.0;5;P;false
1/27/2020;Ford;Focus;2000;1.8;360.0;500;D;false
1/18/2019;Seat;Ibiza;1999;1.9;230.0;650;D;false
7/14/2022;Volkswagen;LT;1997;2.5;380.0;1.85;D;true
09/02/2022;Audi;A4;1998;1.9;120.0;3.8;D;false
12/31/2018;LandRover;RangeRoverSport;2008;3.6;220.0;13.3;D;false
2/15/2022;Bmw;X3;2011;3.0;215.0;20.95;D;true
10/18/2020;Bmw;5;2000;2.5;307.0;2.4;D;false
03/03/2018;Volkswagen;Golf2;1989;1.6;189.0;490;P;false
7/28/2022;Bmw;5;2002;3.0;276.0;3.5;D;true
9/22/2017;Volkswagen;Jetta;1991;1.6;229.0;550;P;false
12/14/2021;Volvo;XC60;2011;2.0;164.0;16.7;D;true
8/21/2017;Skoda;Octavia;2007;2.0;240.0;3;D;false
12/05/2018;Audi;A6;2010;3.0;203.0;12.85;D;false
9/24/2020;Audi;A4;2001;1.9;245.0;2.9;D;true
